source_filename,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,perp_text,narrative_text,iyear_num,formal_name_hit,generic_jihadi_hit,low_info_label_hit,core_text_hit,allegiance_text_hit,exclusion_only_hit,claim_hit,weak_is_signal,is_inspired_score,generic_jihadi_review_hit,low_info_review_hit,review_candidate,is_inspired_class,inclusion_reason
data/globalterrorismdb_0522dist.csv,198305120006,1983,5,12,NA,0,NA,217,United States,1,North America,New York,Hempstead,40.70991,-73.622794,1,0,The incident occurred at an army reserve center near Hofstra college campus in Long Island.,"05/12/1983: A bomb exploded at the Roosevelt Army Reserve Center in Hempstead, Long Island, in New York, United States, causing extensive glass and structural damage. No casualties resulted from the incident, which was claimed by the United Freedom Front (UFF). About twenty-five minutes before the explosion, an anonymous female claiming to speak for the UFF called the Middle Earth Crisis, warning of the bomb, and a similar call was made to the Dunkin Donuts near the reserve center. The device was placed in an attaché case and labeled ""bomb, explosive.""  This incident is linked to the bombing of the U.S. Naval Army Reserve in Queens, New York less than two hours later, also by the UFF (198305130007).",1,1,1,0,NA,NA,1,1,0,3,Bombing/Explosion,NA,NA,NA,NA,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Roosevelt Army Reserve Center,army reserve center,217,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Freedom Front (UFF),NA,NA,NA,NA,NA,Unknown,0,NA,NA,0,-99,-99,1,10,Unknown,NA,NA,NA,NA,NA,NA,NA,6,Explosives,28,Dynamite/TNT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,four sticks of dynamite placed inside attaché case,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,extensive glass and structural damage,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Explosion occurred at 11:00pm.,"""Bombs in Attache Cases Damage Two Military Offices,"" The Associated Press, May 13, 1983.","Leonard Buder, ""F.B.I Is Seeking Terrorist Group For 2 Bombings,"" New York Times, May 14, 1983.","""FBI Analysis of Terrorist Incidents in the United States: 1983,"" Terrorist Research and Analytical Center, Terrorism Section, Criminal Investigative Division, FBI, DOJ, 1983.",Hewitt Project,0,0,0,0,"198305120006, 198305130007",United Freedom Front (UFF) ||  ||  ||  ||  || ,"05/12/1983: A bomb exploded at the Roosevelt Army Reserve Center in Hempstead, Long Island, in New York, United States, causing extensive glass and structural damage. No casualties resulted from the incident, which was claimed by the United Freedom Front (UFF). About twenty-five minutes before the explosion, an anonymous female claiming to speak for the UFF called the Middle Earth Crisis, warning of the bomb, and a similar call was made to the Dunkin Donuts near the reserve center. The device was placed in an attaché case and labeled ""bomb, explosive.""  This incident is linked to the bombing of the U.S. Naval Army Reserve in Queens, New York less than two hours later, also by the UFF (198305130007). || Unknown || Explosion occurred at 11:00pm.",1983,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5,FALSE,FALSE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,199407310007,1994,7,31,NA,0,NA,6,Algeria,10,Middle East & North Africa,Algiers,Unknown,36.782864,3.303249,4,0,NA,NA,1,1,1,0,NA,NA,0,1,0,1,Assassination,NA,NA,NA,NA,2,Government (General),18,"Government Personnel (excluding police, military)",Muslim Fundamentalists,"Group Leader Abdelkader (alias Mouloud) Hattab, 47, his wife & 9 followers",6,Algeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Movement of the Islamic State (MEI),NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,5,Unknown Gun Type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PGIS,0,0,0,0,NA,Movement of the Islamic State (MEI) ||  ||  ||  ||  || , ||  || ,1994,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,199905180003,1999,5,18,NA,0,NA,160,Philippines,5,Southeast Asia,Maguindanao,Buldon,7.514969,124.372309,1,0,NA,"05/18/1999: Perpetrators suspected to belong to the Moro Islamic Liberation Front (MILF) fired mortars and rockets at two Philippine Army posts located in the town of Buldon. Philippine Army forces counterattacked, resulting in an hour-long gun battle. There were no casualties in this incident.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,NA,NA,NA,NA,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Philippine Army,Two Philippine Army posts located in the town of Buldon,160,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moro Islamic Liberation Front (MILF),NA,NA,NA,NA,NA,Unknown,1,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic or Semi-Automatic Rifle,NA,NA,NA,NA,Mortars and B40 rockets were used in the attack.,0,0,0,0,0,0,-9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Philippine government had been holding peace negotiations with both Islamic and Communist rebels during the time of the attacks. Formal talks with the Moro Islamic Liberation Front (MILF), fighting for a separate Islamic state, had yet to start with the group and Manila was still ironing out differences on the venue of the meetings. Although MILF did not claim responsibility for the attacks, the government believed that they were responsible.","“Soldier, communist rebel killed in southern Philippine clashes,” Deutsche Presse-Agentur, May 18, 1999.",NA,NA,CETIS,0,0,0,0,NA,Moro Islamic Liberation Front (MILF) ||  ||  ||  ||  || ,"05/18/1999: Perpetrators suspected to belong to the Moro Islamic Liberation Front (MILF) fired mortars and rockets at two Philippine Army posts located in the town of Buldon. Philippine Army forces counterattacked, resulting in an hour-long gun battle. There were no casualties in this incident. || Unknown || The Philippine government had been holding peace negotiations with both Islamic and Communist rebels during the time of the attacks. Formal talks with the Moro Islamic Liberation Front (MILF), fighting for a separate Islamic state, had yet to start with the group and Manila was still ironing out differences on the venue of the meetings. Although MILF did not claim responsibility for the attacks, the government believed that they were responsible.",1999,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,199906010008,1999,6,1,NA,0,NA,93,Indonesia,5,Southeast Asia,Aceh,Keudee Geureubak,4.358267,98.175594,1,0,NA,"06/01/1999: Twenty to sixty suspected Islamic separatists, armed with AK-47 rifles and hand grenades, raided the village of Keudee Geureubak in Idi Rayeuh District, Indonesia. The perpetrators also abducted and subsequently killed two soldiers and one civilian. The three bodies were found later that evening with multiple stab wounds, broken necks, and hands bound on a deserted road in Teupin Batee, also in Idi Rayeuh District. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and the demand by separatists for an independent Islamic State.",1,1,1,0,NA,NA,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,NA,NA,14,Private Citizens & Property,75,Village/City/Town/Suburb,Village of Keudee Geureubak,Village of Keudee Geureubak,93,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Separatists,NA,NA,NA,NA,NA,Unknown,1,NA,NA,0,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,2,Automatic or Semi-Automatic Rifle,9,Melee,23,Knife or Other Sharp Object,6,Explosives,7,Grenade,NA,NA,NA,NA,NA,3,0,0,NA,0,NA,0,NA,NA,NA,NA,1,3,0,-99,NA,NA,NA,0,NA,NA,NA,NA,NA,4,Hostage(s) killed (not during rescue attempt),0,NA,"""Two soldiers, one civilian killed in Aceh,"" The Jakarta Post, June 10, 1999.","""Two soldiers, one civilian killed in troubled Aceh,"" Associated Press Worldstream, June 10, 1999.",NA,CETIS,-9,-9,0,-9,NA,Separatists ||  ||  ||  ||  || ,"06/01/1999: Twenty to sixty suspected Islamic separatists, armed with AK-47 rifles and hand grenades, raided the village of Keudee Geureubak in Idi Rayeuh District, Indonesia. The perpetrators also abducted and subsequently killed two soldiers and one civilian. The three bodies were found later that evening with multiple stab wounds, broken necks, and hands bound on a deserted road in Teupin Batee, also in Idi Rayeuh District. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and the demand by separatists for an independent Islamic State. || Unknown || ",1999,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,199906010006,1999,6,1,NA,0,NA,93,Indonesia,5,Southeast Asia,Aceh,Lingkok,5.54999,95.316667,4,0,NA,"06/01/1999: At least four unidentified armed men in camouflage uniforms fired on four soldiers of the Lamlho Military Sector Command in Sakti sub-district, Pidie, Indonesia. Two soldiers were killed and the other two escaped. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and separatists demanding an independent Islamic State.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,NA,NA,NA,NA,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Indonesian Military,Lamlho Military Sector Command soldiers,93,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Unknown,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,5,Unknown Gun Type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Rebel Fighters Kill Official, Two Soldiers In Aceh,"" Banda Aceh Serambi Indonesia (Internet Version), June 3, 1999.","""Gunmen kill 2 soldiers in troubled Aceh,"" Agence France Presse, June 3, 1999.",NA,CETIS,-9,-9,0,-9,NA,Unknown ||  ||  ||  ||  || ,"06/01/1999: At least four unidentified armed men in camouflage uniforms fired on four soldiers of the Lamlho Military Sector Command in Sakti sub-district, Pidie, Indonesia. Two soldiers were killed and the other two escaped. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and separatists demanding an independent Islamic State. || Unknown || ",1999,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,FALSE,TRUE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,199906020001,1999,6,2,NA,0,NA,93,Indonesia,5,Southeast Asia,Aceh,Pidie,5.380556,95.954722,1,0,NA,"06/02/1999: Two unidentified soldiers were killed when a group of men in combat fatigues attacked four members of the Kota Bakti Military Sector Command in Pidie, Aceh Province, Indonesia. Some reports also noted a civilian death, but it was not known whether any injuries were suffered as well. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and separatists demanding an independent Islamic State.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,NA,NA,NA,NA,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Indonesian Military,Kota Bakti Military Sector Command,93,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Unknown,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,5,Unknown Gun Type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Rebel Fighters Kill Official, Two Soldiers In Aceh,"" Banda Aceh Serambi Indonesia (Internet Version), June 3, 1999.","""Two soldiers, one civilian killed in troubled Aceh,"" Associated Press Worldstream, June 10, 1999.",NA,CETIS,-9,-9,0,-9,NA,Unknown ||  ||  ||  ||  || ,"06/02/1999: Two unidentified soldiers were killed when a group of men in combat fatigues attacked four members of the Kota Bakti Military Sector Command in Pidie, Aceh Province, Indonesia. Some reports also noted a civilian death, but it was not known whether any injuries were suffered as well. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and separatists demanding an independent Islamic State. || Unknown || ",1999,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,FALSE,TRUE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,199906020005,1999,6,2,NA,0,NA,93,Indonesia,5,Southeast Asia,Aceh,Trumon,2.64413,97.790807,3,1,NA,"06/02/1999: Two unidentified armed rebels fired on a truck in the Trumon area, which was carrying ballot papers for the upcoming election, killing a local election supervision official and injuring the driver of a mini-bus behind the truck. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and separatists demanding an independent Islamic State.",1,1,1,0,NA,NA,0,1,0,2,Armed Assault,NA,NA,NA,NA,2,Government (General),19,Election-related,Election Ballots,Truck transporting ballot papers for the upcoming election,93,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Unknown,0,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,5,Unknown Gun Type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,-9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Rebel Fighters Kill Official, Two Soldiers In Aceh,"" Banda Aceh Serambi Indonesia (Internet Version), June 3, 1999.","""Aceh Ballot Paper Truct Attacked, 1 Official Killed,"" Kompas (Internet Version), June 4, 1999.",NA,CETIS,-9,-9,0,-9,NA,Unknown ||  ||  ||  ||  || ,"06/02/1999: Two unidentified armed rebels fired on a truck in the Trumon area, which was carrying ballot papers for the upcoming election, killing a local election supervision official and injuring the driver of a mini-bus behind the truck. The attack occurred in the context of a wave of violence in Aceh Province, due to upcoming elections and separatists demanding an independent Islamic State. || Unknown || ",1999,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,FALSE,TRUE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,200010300004,2000,10,30,NA,0,NA,93,Indonesia,5,Southeast Asia,Aceh,Kuala Langsa,4.503384,98.01066,1,0,NA,"10/30/2000: An outpost of the Water and Air Police in Kuala Langsa, East Aceh, was attacked by some 30 armed civilians believed to be separatist rebels. One policeman and one of the armed civilians were killed.",1,1,1,0,NA,NA,0,1,0,2,Armed Assault,NA,NA,NA,NA,3,Police,22,"Police Building (headquarters, station, school)",Aceh Water and Air Police,"An outpost of the Water and Air Police in Kuala Langsa, East Aceh",93,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Free Aceh Movement (GAM),NA,NA,NA,NA,NA,Unknown,1,NA,NA,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,2,Automatic or Semi-Automatic Rifle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The attackers arrived aboard two fishing boats from two different directions and used AK-47 automatic rifles and mortars resulting in a twenty minute exchange of fire. One grenade launcher and its ammunition was found with the slain attacker.,2,0,1,NA,0,NA,-9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Free Aceh Movement (Aceh Merdeka) has been fighting for a free, Islamic state in Aceh since 1976.","“One policeman, one civilian killed in rebels attack in Aceh,” Agence France Presse, October 31, 2000.",NA,NA,CETIS,0,0,0,0,NA,Free Aceh Movement (GAM) ||  ||  ||  ||  || ,"10/30/2000: An outpost of the Water and Air Police in Kuala Langsa, East Aceh, was attacked by some 30 armed civilians believed to be separatist rebels. One policeman and one of the armed civilians were killed. || Unknown || Free Aceh Movement (Aceh Merdeka) has been fighting for a free, Islamic state in Aceh since 1976.",2000,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,200108010009,2001,8,1,NA,0,NA,107,Kyrgyzstan,7,Central Asia,Batken,Chauvay,40.133486,72.160865,1,0,"This incident occurred near the settlement of Chauvay in the vicinity of Kizilkiya, Kyrgyzstan.","08/01/2001: Ten gunmen attacked a TV station near the town of Kizilkiya, Kyrgyzstan. Security guards responded to the assault and fended off the attackers.",1,1,1,0,NA,NA,0,1,0,7,Facility/Infrastructure Attack,NA,NA,NA,NA,16,Telecommunication,89,Television,Kyrygzstani Television,"TV transmitter and station in Kizilkiya, Kyrgyzstan",107,Kyrgyzstan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,"The purpose of the TV station's seizure was to broadcast a report on the establishment of an Islamic state or government on CIS territory. The gunmen specially timed the action to coincide with the Sochi presidential summit and Islamic news centers in Afghanistan, Pakistan, and countries of the Persian Gulf were ready to pick up their broadcast.",0,NA,NA,0,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Firearms,5,Unknown Gun Type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,1,3,Minor (likely < $1 million),NA,The barbed wired fence surrounding the TV station was damaged.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"“State agency confirms attack on TV relay station,” Kabar News Agency, August 1, 2001.","“Gunmen's Failed Attempt to Seize Radio Station Delays Pres Akayev,” Kommersant, August 2, 2001.",NA,CETIS,-9,-9,0,-9,NA,Unknown ||  ||  ||  ||  || ,"08/01/2001: Ten gunmen attacked a TV station near the town of Kizilkiya, Kyrgyzstan. Security guards responded to the assault and fended off the attackers. || The purpose of the TV station's seizure was to broadcast a report on the establishment of an Islamic state or government on CIS territory. The gunmen specially timed the action to coincide with the Sochi presidential summit and Islamic news centers in Afghanistan, Pakistan, and countries of the Persian Gulf were ready to pick up their broadcast. || ",2001,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,FALSE,TRUE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,200205010009,2002,5,1,NA,0,NA,92,India,6,South Asia,Kerala,Unknown,10.850516,76.271083,4,0,NA,"05/01/2002: Ten members of the group Porattom, which was reported to be the cultural wing of the Maoist Cultural Center (MCC), stormed the Asian Development Bank’s (ADB) consultancy office in Kerala, India, destroying almost all of its property. A Bangladeshi staff worker was assaulted during the attack as well. The attack was said to be a protest against the ADB who was about to extend a large loan to the Kerala State. The attackers made a false claim of having bombs before they were arrested.",1,1,1,0,NA,NA,0,1,0,7,Facility/Infrastructure Attack,NA,NA,NA,NA,1,Business,3,Bank/Commerce,Asian Development Bank,The Asian Development Bank's consulting office in Kerala,92,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Porattom,NA,NA,NA,NA,NA,"According to the source, the perpetrators committed this act to protest against the Asian Development Bank's move to extend a loan to India's Kerala State, which was undergoing a financial crisis.",0,NA,NA,0,10,10,1,10,Unknown,NA,NA,NA,NA,NA,NA,-9,8,Incendiary,20,Gasoline or Alcohol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some of the attackers poured engine oil on a worker during the attack. Although the incendiary was not ignited.,0,0,0,1,0,0,1,3,Minor (likely < $1 million),NA,The source stated that almost all of the office's property was destroyed and it detailed that computers and telephones were smashed.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The organization Porattom, reportedly the cultural wing of the Maoist Cultural Center (MCC), was blamed for the incident. The perpetrators were also said to be supportive of Ayankali Pada, the MCC's operational wing. Porattom issued a statement after the incident stating that it wanted imperialist groups from the region expelled.","Mathew Akhel, “Kerala on Alert After Attack on ADB Office,” Gulf News, May 2, 2002.",NA,NA,CETIS,0,0,0,0,NA,Porattom ||  ||  ||  ||  || ,"05/01/2002: Ten members of the group Porattom, which was reported to be the cultural wing of the Maoist Cultural Center (MCC), stormed the Asian Development Bank’s (ADB) consultancy office in Kerala, India, destroying almost all of its property. A Bangladeshi staff worker was assaulted during the attack as well. The attack was said to be a protest against the ADB who was about to extend a large loan to the Kerala State. The attackers made a false claim of having bombs before they were arrested. || According to the source, the perpetrators committed this act to protest against the Asian Development Bank's move to extend a loan to India's Kerala State, which was undergoing a financial crisis. || The organization Porattom, reportedly the cultural wing of the Maoist Cultural Center (MCC), was blamed for the incident. The perpetrators were also said to be supportive of Ayankali Pada, the MCC's operational wing. Porattom issued a statement after the incident stating that it wanted imperialist groups from the region expelled.",2002,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,5,FALSE,FALSE,TRUE,probable_inspired,high_score_text_claim_signal
data/globalterrorismdb_0522dist.csv,200706050001,2007,6,5,NA,0,NA,95,Iraq,10,Middle East & North Africa,Al Anbar,Amriyat al-Fallujah,33.163559,43.863106,1,0,At a crowded market.,"06/05/2007: Eighteen Iraqi civilians were killed and 15 were wounded when an Islamic State of Iraq (ISI) perpetrator detonated a suicide truck bomb at approximately 10:40 AM at a crowded market in Amiriyah, Anbar Governorate, Iraq. The bomber may have been targeting a meeting of tribal sheiks of the al-Buissa tribe which was taking place adjacent to the market, although none of these were reported killed. He gained access to the location by claiming he needed to buy some watermelons. ISI claimed credit for the attack in a post to a jihadist website on June 14.",1,1,1,0,NA,NA,0,1,1,3,Bombing/Explosion,NA,NA,NA,NA,14,Private Citizens & Property,71,Race/Ethnicity Identified,Iraqi civilians,Unknown,95,Iraq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Unknown,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Explosives,15,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1,15,0,0,-9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The bomber may have been targeting a meeting of tribal sheiks of the al-Buissa tribe which was taking place adjacent to the market, although none of these were reported killed. He gained access to the location by claiming he needed to buy some watermelons.","John Ward Anderson, “Suicide blast kills 15 west of Iraqi capital; police shoot female bomber in Baghdad,” Washington Post, June 6, 2007.","Khalid al-Ansary and Richard A. Oppel Jr., “Suicide attack near Fallujah kills 18 in commercial area,” New York Times, June 6, 2007.","Kim Gamel, “Bombing shows schism among Iraq’s Sunnis,” Associated Press Online, June 5, 2007.",CETIS,-9,-9,0,-9,NA,Unknown ||  ||  ||  ||  || ,"06/05/2007: Eighteen Iraqi civilians were killed and 15 were wounded when an Islamic State of Iraq (ISI) perpetrator detonated a suicide truck bomb at approximately 10:40 AM at a crowded market in Amiriyah, Anbar Governorate, Iraq. The bomber may have been targeting a meeting of tribal sheiks of the al-Buissa tribe which was taking place adjacent to the market, although none of these were reported killed. He gained access to the location by claiming he needed to buy some watermelons. ISI claimed credit for the attack in a post to a jihadist website on June 14. || Unknown || The bomber may have been targeting a meeting of tribal sheiks of the al-Buissa tribe which was taking place adjacent to the market, although none of these were reported killed. He gained access to the location by claiming he needed to buy some watermelons.",2007,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,6,FALSE,TRUE,TRUE,probable_inspired,high_score_text_claim_signal
